GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
1400000US36085021300,36085021300,"Census Tract 213, Richmond County, New York",5119,542,2954,451,1604,309,701,396,9,16,257,209,0,16,201,249,182,134,0,16,182,134,2165,483,1510,422,23,28,132,153,53,61,0,16,267,207,180,128,71,85,109,90
1400000US36085022300,36085022300,"Census Tract 223, Richmond County, New York",2684,307,1719,265,495,169,1070,245,22,36,117,74,0,11,0,11,15,19,0,11,15,19,965,195,629,171,129,91,32,53,0,11,0,11,119,107,56,52,12,13,44,47
1400000US36085022600,36085022600,"Census Tract 226, Richmond County, New York",8080,685,7553,641,7012,663,152,182,22,31,367,300,0,16,0,16,0,16,0,16,0,16,527,281,320,251,82,125,0,16,0,16,0,16,125,134,0,16,0,16,0,16
1400000US36085022800,36085022800,"Census Tract 228, Richmond County, New York",27,43,27,43,27,43,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36085023100,36085023100,"Census Tract 231, Richmond County, New York",4590,520,2853,374,841,260,1266,304,0,11,674,198,0,11,0,11,72,68,0,11,72,68,1737,420,1465,435,38,43,0,11,0,11,0,11,170,111,64,60,29,34,35,43
1400000US36085023900,36085023900,"Census Tract 239, Richmond County, New York",3630,443,2020,338,1003,244,705,281,0,11,212,194,0,11,0,11,100,123,0,11,100,123,1610,418,998,318,0,11,9,15,4,13,0,11,538,361,61,67,61,67,0,11
1400000US36085024401,36085024401,"Census Tract 244.01, Richmond County, New York",6622,585,5805,608,5586,605,0,16,0,16,145,223,0,16,0,16,74,86,0,16,74,86,817,379,637,258,0,16,0,16,0,16,0,16,180,286,0,16,0,16,0,16
1400000US36085024402,36085024402,"Census Tract 244.02, Richmond County, New York",4630,380,4356,399,4117,398,31,47,0,11,208,106,0,11,0,11,0,11,0,11,0,11,274,173,265,173,0,11,0,11,0,11,0,11,9,15,0,11,0,11,0,11
1400000US36085024700,36085024700,"Census Tract 247, Richmond County, New York",2755,301,1661,222,724,120,569,186,0,11,255,90,2,5,17,19,94,60,24,39,70,47,1094,293,671,271,132,117,0,11,0,11,0,11,241,163,50,42,8,11,42,39
1400000US36085024800,36085024800,"Census Tract 248, Richmond County, New York",4954,442,4544,467,4396,466,22,22,14,22,112,147,0,11,0,11,0,11,0,11,0,11,410,137,391,108,0,11,0,11,0,11,0,11,19,132,0,11,0,11,0,11
1400000US36085025100,36085025100,"Census Tract 251, Richmond County, New York",6220,636,5370,501,4834,481,19,31,0,16,397,224,0,16,17,35,103,115,0,16,103,115,850,344,626,389,0,16,0,16,106,108,0,16,68,84,50,82,0,16,50,82
1400000US36085027301,36085027301,"Census Tract 273.01, Richmond County, New York",3835,416,3366,375,2424,260,84,100,0,11,723,339,0,11,38,59,97,109,66,97,31,45,469,230,434,228,0,11,0,11,0,11,0,11,0,11,35,39,0,11,35,39
1400000US36085027302,36085027302,"Census Tract 273.02, Richmond County, New York",3385,371,3113,415,2541,386,73,77,0,11,472,249,0,11,0,11,27,43,0,11,27,43,272,235,272,235,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36085027702,36085027702,"Census Tract 277.02, Richmond County, New York",6855,523,5477,401,4208,459,83,118,24,53,1162,296,0,16,0,16,0,16,0,16,0,16,1378,424,1000,444,75,123,18,29,20,30,0,16,229,227,36,41,14,23,22,33
1400000US36085027704,36085027704,"Census Tract 277.04, Richmond County, New York",4568,382,4229,397,3528,364,10,15,0,11,647,215,0,11,0,11,44,50,28,43,16,24,339,138,197,105,0,11,15,23,0,11,0,11,105,124,22,22,15,21,7,14
1400000US36085027705,36085027705,"Census Tract 277.05, Richmond County, New York",5754,432,5293,463,3920,464,74,80,0,16,1138,243,0,16,0,16,161,228,0,16,161,228,461,226,333,220,34,70,0,16,0,16,0,16,94,104,0,16,0,16,0,16
1400000US36085027706,36085027706,"Census Tract 277.06, Richmond County, New York",3658,430,3116,383,1988,248,316,334,0,11,746,282,0,11,18,25,48,52,19,28,29,45,542,295,475,268,0,11,0,11,0,11,0,11,67,78,0,11,0,11,0,11
1400000US36085027900,36085027900,"Census Tract 279, Richmond County, New York",2144,160,1982,154,1787,132,66,39,0,11,109,63,0,11,0,11,20,23,0,11,20,23,162,76,146,74,0,11,0,11,0,11,0,11,16,18,0,11,0,11,0,11
1400000US36085029102,36085029102,"Census Tract 291.02, Richmond County, New York",3012,203,2335,252,1875,274,50,54,0,11,401,251,0,11,0,11,9,12,3,5,6,11,677,139,437,151,0,11,0,11,0,11,0,11,217,106,23,28,13,23,10,15
1400000US36085029103,36085029103,"Census Tract 291.03, Richmond County, New York",8151,579,7164,678,5959,602,18,31,0,16,1051,443,88,86,0,16,48,69,48,69,0,16,987,470,720,358,37,44,0,16,0,16,0,16,230,238,0,16,0,16,0,16
1400000US36085029104,36085029104,"Census Tract 291.04, Richmond County, New York",7715,611,6143,553,4960,542,719,451,0,16,378,228,0,16,0,16,86,72,0,16,86,72,1572,400,1113,474,195,294,0,16,0,16,0,16,243,254,21,42,0,16,21,42
1400000US36085030301,36085030301,"Census Tract 303.01, Richmond County, New York",4803,531,3418,399,1709,371,805,305,0,11,838,263,0,11,0,11,66,64,18,35,48,57,1385,331,995,355,30,39,0,11,0,11,0,11,291,191,69,79,69,79,0,11
1400000US36085030302,36085030302,"Census Tract 303.02, Richmond County, New York",6560,521,4036,446,2190,424,780,238,0,16,813,222,0,16,57,68,196,122,0,16,196,122,2524,523,1344,472,227,257,0,16,14,22,0,16,876,464,63,54,40,46,23,26
1400000US36085031901,36085031901,"Census Tract 319.01, Richmond County, New York",2737,448,1837,407,184,90,1562,390,0,11,91,109,0,11,0,11,0,11,0,11,0,11,900,285,506,232,79,63,0,11,0,11,0,11,315,234,0,11,0,11,0,11
1400000US36085031902,36085031902,"Census Tract 319.02, Richmond County, New York",5140,558,3334,536,446,153,2663,516,0,16,47,47,0,16,28,46,150,143,0,16,150,143,1806,427,1355,449,148,141,36,56,0,16,0,16,175,146,92,113,0,16,92,113
1400000US36085032300,36085032300,"Census Tract 323, Richmond County, New York",1136,130,803,144,258,106,519,117,0,11,10,16,0,11,12,18,4,7,0,11,4,7,333,124,250,119,0,11,0,11,0,11,0,11,75,70,8,15,0,11,8,15
1400000US36085990100,36085990100,"Census Tract 9901, Richmond County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36087010101,36087010101,"Census Tract 101.01, Rockland County, New York",5990,308,5214,328,4570,370,440,220,29,45,149,92,0,16,0,16,26,38,0,16,26,38,776,311,357,160,0,16,0,16,0,16,0,16,268,295,151,140,151,140,0,16
1400000US36087010102,36087010102,"Census Tract 101.02, Rockland County, New York",5029,281,4011,239,3507,239,271,198,0,16,134,87,0,16,27,41,72,72,25,41,47,48,1018,263,385,175,240,153,0,16,0,16,0,16,221,215,172,205,60,81,112,139
1400000US36087010200,36087010200,"Census Tract 102, Rockland County, New York",4482,228,3495,271,3109,288,359,279,0,11,7,12,0,11,0,11,20,24,0,11,20,24,987,244,401,189,19,21,0,11,0,11,0,11,522,249,45,48,17,26,28,45
1400000US36087010501,36087010501,"Census Tract 105.01, Rockland County, New York",5555,289,4272,348,3263,355,555,197,0,16,424,230,0,16,0,16,30,34,0,16,30,34,1283,257,831,232,38,48,0,16,0,16,0,16,331,295,83,84,83,84,0,16
1400000US36087010502,36087010502,"Census Tract 105.02, Rockland County, New York",6808,331,4956,329,3411,292,1109,229,0,16,282,78,0,16,22,35,132,97,24,39,108,91,1852,347,511,261,354,310,0,16,0,16,0,16,584,371,403,223,359,201,44,72
1400000US36087010503,36087010503,"Census Tract 105.03, Rockland County, New York",2312,196,2146,189,1144,176,620,125,0,11,338,146,0,11,0,11,44,37,0,11,44,37,166,75,109,67,5,7,0,11,0,11,0,11,42,39,10,14,0,11,10,14
1400000US36087010601,36087010601,"Census Tract 106.01, Rockland County, New York",3828,302,2153,403,1385,230,368,132,0,11,121,78,0,11,212,332,67,62,0,11,67,62,1675,336,839,309,50,62,0,11,14,20,0,11,622,314,150,127,150,127,0,11
1400000US36087010602,36087010602,"Census Tract 106.02, Rockland County, New York",6813,301,3232,413,1779,356,1064,224,0,16,350,117,0,16,0,16,39,46,0,16,39,46,3581,538,1650,563,364,364,0,16,0,16,0,16,1359,560,208,237,63,72,145,223
1400000US36087010701,36087010701,"Census Tract 107.01, Rockland County, New York",4524,380,2383,317,1559,415,670,276,0,11,100,84,0,11,0,11,54,47,13,19,41,45,2141,322,1023,362,23,40,0,11,0,11,0,11,1060,279,35,43,12,19,23,39
1400000US36087010702,36087010702,"Census Tract 107.02, Rockland County, New York",3558,300,315,139,187,90,87,90,0,11,41,47,0,11,0,11,0,11,0,11,0,11,3243,349,885,331,211,141,0,11,0,11,0,11,2129,406,18,21,18,21,0,11
1400000US36087010703,36087010703,"Census Tract 107.03, Rockland County, New York",4099,349,1112,218,734,168,252,175,0,11,63,48,0,11,0,11,63,53,0,11,63,53,2987,410,1133,429,117,106,0,11,0,11,0,11,1652,470,85,116,14,24,71,113
1400000US36087010801,36087010801,"Census Tract 108.01, Rockland County, New York",4661,255,4374,250,3539,242,420,108,15,24,292,95,0,11,13,20,95,79,0,11,95,79,287,89,175,99,13,18,0,11,0,11,0,11,30,36,69,102,0,11,69,102
1400000US36087010802,36087010802,"Census Tract 108.02, Rockland County, New York",5046,395,4748,324,4033,313,42,41,9,15,655,123,0,16,0,16,9,14,9,14,0,16,298,167,268,158,0,16,0,16,11,16,0,16,19,28,0,16,0,16,0,16
1400000US36087010803,36087010803,"Census Tract 108.03, Rockland County, New York",5306,368,4785,366,3836,368,194,116,0,16,613,191,0,16,0,16,142,69,44,48,98,56,521,200,212,123,0,16,0,16,0,16,0,16,309,222,0,16,0,16,0,16
1400000US36087010804,36087010804,"Census Tract 108.04, Rockland County, New York",4191,238,3756,302,3063,287,203,150,0,11,447,256,0,11,14,15,29,32,0,11,29,32,435,227,355,213,6,10,0,11,0,11,0,11,41,40,33,33,33,33,0,11
1400000US36087010901,36087010901,"Census Tract 109.01, Rockland County, New York",4997,326,4294,293,3786,338,89,88,0,11,296,134,0,11,69,105,54,44,0,11,54,44,703,206,584,206,0,11,0,11,0,11,0,11,119,188,0,11,0,11,0,11
1400000US36087010902,36087010902,"Census Tract 109.02, Rockland County, New York",3873,194,3364,180,2537,169,77,70,31,53,664,147,0,11,0,11,55,47,0,11,55,47,509,102,310,144,0,11,0,11,0,11,0,11,37,46,162,191,0,11,162,191
1400000US36087011000,36087011000,"Census Tract 110, Rockland County, New York",2204,206,2086,187,1836,161,143,84,0,11,65,40,0,11,3,5,39,27,0,11,39,27,118,54,78,45,4,6,4,5,0,11,0,11,14,18,18,25,18,25,0,11
1400000US36087011101,36087011101,"Census Tract 111.01, Rockland County, New York",6672,573,5038,502,3704,661,373,282,0,16,880,376,0,16,0,16,81,101,0,16,81,101,1634,659,976,516,0,16,24,38,0,16,0,16,311,412,323,288,119,123,204,259
1400000US36087011102,36087011102,"Census Tract 111.02, Rockland County, New York",6388,595,5211,539,3217,410,1197,254,0,16,628,197,0,16,0,16,169,170,0,16,169,170,1177,366,950,381,47,93,0,16,0,16,0,16,150,130,30,54,30,54,0,16
1400000US36087011200,36087011200,"Census Tract 112, Rockland County, New York",6435,338,5799,335,4978,327,92,91,0,16,565,192,0,16,0,16,164,116,26,49,138,104,636,285,316,146,36,88,0,16,14,26,0,16,258,271,12,19,12,19,0,16
1400000US36087011301,36087011301,"Census Tract 113.01, Rockland County, New York",8277,703,5879,755,1671,432,3280,617,0,16,634,176,0,16,47,83,247,165,37,67,210,151,2398,563,1101,418,176,194,54,81,0,16,0,16,1052,495,15,25,0,16,15,25
1400000US36087011302,36087011302,"Census Tract 113.02, Rockland County, New York",5281,309,4559,298,3432,302,335,215,5,12,758,141,0,16,0,16,29,39,0,16,29,39,722,158,299,166,0,16,0,16,0,16,0,16,423,158,0,16,0,16,0,16
1400000US36087011303,36087011303,"Census Tract 113.03, Rockland County, New York",5702,638,5135,681,3924,636,218,157,0,16,743,245,0,16,0,16,250,345,0,16,250,345,567,259,296,194,62,112,22,41,28,43,0,16,46,56,113,112,42,53,71,102
1400000US36087011401,36087011401,"Census Tract 114.01, Rockland County, New York",4324,189,3783,222,3120,217,114,101,0,11,459,151,0,11,9,15,81,110,0,11,81,110,541,197,278,169,89,91,0,11,51,83,0,11,28,69,95,93,0,11,95,93
1400000US36087011403,36087011403,"Census Tract 114.03, Rockland County, New York",5757,330,5118,299,4218,277,286,372,0,16,516,122,0,16,37,53,61,51,4,7,57,50,639,139,229,160,27,44,0,16,0,16,0,16,247,281,136,165,136,165,0,16
1400000US36087011404,36087011404,"Census Tract 114.04, Rockland County, New York",3920,235,3408,231,2249,177,641,153,0,11,451,104,0,11,0,11,67,54,32,41,35,36,512,96,324,116,10,15,0,11,0,11,0,11,126,85,52,62,41,60,11,18
1400000US36087011405,36087011405,"Census Tract 114.05, Rockland County, New York",4190,338,3657,381,1755,296,1369,260,0,11,304,169,0,11,49,56,180,145,60,65,120,140,533,257,212,161,197,220,8,14,0,11,0,11,48,52,68,97,68,97,0,11
1400000US36087011501,36087011501,"Census Tract 115.01, Rockland County, New York",7607,661,7260,635,6669,609,255,73,0,16,244,119,0,16,31,53,61,67,0,16,61,67,347,190,252,163,0,16,14,23,20,31,0,16,41,50,20,33,20,33,0,16
1400000US36087011502,36087011502,"Census Tract 115.02, Rockland County, New York",7755,426,6089,443,4311,344,1126,203,0,16,534,147,0,16,0,16,118,98,0,16,118,98,1666,419,563,388,170,185,0,16,0,16,0,16,917,442,16,18,16,18,0,16
1400000US36087011504,36087011504,"Census Tract 115.04, Rockland County, New York",7574,678,5582,623,959,303,3699,477,13,20,708,247,0,16,28,31,175,147,36,46,139,138,1992,430,1181,383,4,9,0,16,11,18,0,16,596,420,200,221,179,218,21,28
1400000US36087011505,36087011505,"Census Tract 115.05, Rockland County, New York",3219,248,3218,248,3098,255,2,4,0,11,63,55,0,11,26,46,29,43,29,43,0,11,1,2,0,11,0,11,0,11,0,11,0,11,0,11,1,2,0,11,1,2
1400000US36087011506,36087011506,"Census Tract 115.06, Rockland County, New York",5267,277,5106,296,4974,293,78,46,17,29,32,33,0,16,0,16,5,10,0,16,5,10,161,121,99,92,0,16,0,16,0,16,0,16,55,79,7,10,7,10,0,16
1400000US36087011601,36087011601,"Census Tract 116.01, Rockland County, New York",3428,347,3309,367,3102,407,19,22,0,11,138,126,0,11,5,10,45,40,5,11,40,39,119,120,61,67,0,11,0,11,0,11,0,11,58,94,0,11,0,11,0,11
1400000US36087011602,36087011602,"Census Tract 116.02, Rockland County, New York",6186,685,5797,675,4924,601,414,353,0,16,459,121,0,16,0,16,0,16,0,16,0,16,389,264,95,74,0,16,0,16,0,16,0,16,260,254,34,43,26,41,8,16
1400000US36087011603,36087011603,"Census Tract 116.03, Rockland County, New York",5133,471,4626,382,3795,410,179,89,9,14,461,242,14,25,28,43,140,110,0,16,140,110,507,331,255,100,18,28,0,16,0,16,0,16,214,312,20,22,13,19,7,11
1400000US36087011700,36087011700,"Census Tract 117, Rockland County, New York",3142,21,2672,92,2512,120,112,65,0,11,42,45,0,11,0,11,6,10,0,11,6,10,470,91,319,103,69,71,0,11,0,11,0,11,59,43,23,34,0,11,23,34
1400000US36087011800,36087011800,"Census Tract 118, Rockland County, New York",1019,136,741,109,317,77,228,76,53,39,33,25,0,11,0,11,110,61,0,11,110,61,278,106,61,33,6,7,0,11,0,11,0,11,201,98,10,13,0,11,10,13
1400000US36087011901,36087011901,"Census Tract 119.01, Rockland County, New York",4025,287,2910,304,2323,305,146,118,0,11,331,175,0,11,0,11,110,76,0,11,110,76,1115,380,495,197,7,13,0,11,0,11,0,11,497,370,116,121,73,105,43,60
1400000US36087011902,36087011902,"Census Tract 119.02, Rockland County, New York",3195,232,2308,226,2049,209,64,54,0,11,145,123,0,11,30,45,20,22,0,11,20,22,887,243,423,173,54,59,0,11,0,11,0,11,387,212,23,26,0,11,23,26
1400000US36087012000,36087012000,"Census Tract 120, Rockland County, New York",3764,259,3615,258,3122,265,112,83,0,11,309,140,0,11,0,11,72,62,0,11,72,62,149,64,116,56,15,16,0,11,0,11,0,11,18,20,0,11,0,11,0,11
1400000US36087012101,36087012101,"Census Tract 121.01, Rockland County, New York",6114,499,5927,557,5819,569,89,138,0,16,7,12,0,16,0,16,12,19,12,19,0,16,187,191,58,73,0,16,0,16,0,16,0,16,129,182,0,16,0,16,0,16
1400000US36087012102,36087012102,"Census Tract 121.02, Rockland County, New York",9253,642,9039,655,8666,703,353,342,0,16,15,27,0,16,0,16,5,9,0,16,5,9,214,297,29,33,0,16,0,16,0,16,0,16,185,293,0,16,0,16,0,16
1400000US36087012103,36087012103,"Census Tract 121.03, Rockland County, New York",5802,568,5794,571,5786,569,8,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,8,8,6,7,0,16,0,16,0,16,0,16,2,4,0,16,0,16,0,16
1400000US36087012105,36087012105,"Census Tract 121.05, Rockland County, New York",6114,701,5959,702,5688,672,232,155,0,16,9,17,0,16,0,16,30,39,0,16,30,39,155,155,119,151,7,14,0,16,0,16,0,16,21,35,8,17,0,16,8,17
1400000US36087012106,36087012106,"Census Tract 121.06, Rockland County, New York",4563,509,3979,476,3290,448,555,128,0,11,110,128,0,11,19,28,5,7,5,7,0,11,584,359,142,120,4,8,0,11,0,11,0,11,438,377,0,11,0,11,0,11
1400000US36087012202,36087012202,"Census Tract 122.02, Rockland County, New York",6479,573,4741,526,506,103,3713,527,0,16,312,134,0,16,61,98,149,91,0,16,149,91,1738,507,163,99,45,41,0,16,0,16,0,16,1530,509,0,16,0,16,0,16
1400000US36087012203,36087012203,"Census Tract 122.03, Rockland County, New York",3229,305,3199,307,3148,307,31,37,4,6,5,8,6,10,0,11,5,8,0,11,5,8,30,30,26,28,0,11,0,11,0,11,0,11,0,11,4,6,0,11,4,6
1400000US36087012204,36087012204,"Census Tract 122.04, Rockland County, New York",4007,452,3984,453,3630,482,182,102,0,11,45,52,0,11,60,97,67,68,6,15,61,67,23,24,4,7,8,16,0,11,0,11,0,11,5,7,6,11,0,11,6,11
1400000US36087012300,36087012300,"Census Tract 123, Rockland County, New York",6096,592,2571,408,887,247,1502,349,4,10,14,23,0,16,164,169,0,16,0,16,0,16,3525,592,598,364,29,49,0,16,0,16,0,16,2677,570,221,240,0,16,221,240
1400000US36087012401,36087012401,"Census Tract 124.01, Rockland County, New York",5119,433,4700,451,1370,246,2980,433,0,16,312,160,0,16,0,16,38,35,0,16,38,35,419,278,161,209,0,16,0,16,0,16,0,16,258,153,0,16,0,16,0,16
1400000US36087012402,36087012402,"Census Tract 124.02, Rockland County, New York",5515,709,2712,491,474,292,2067,492,0,16,137,122,0,16,0,16,34,53,0,16,34,53,2803,689,517,282,209,120,0,16,0,16,0,16,1971,794,106,97,56,64,50,80
1400000US36087012501,36087012501,"Census Tract 125.01, Rockland County, New York",5381,353,4815,403,3999,486,559,280,0,16,176,101,0,16,38,59,43,38,6,9,37,36,566,236,235,179,40,48,0,16,0,16,0,16,248,141,43,43,9,14,34,39
1400000US36087012502,36087012502,"Census Tract 125.02, Rockland County, New York",5454,294,4832,319,3251,311,1053,204,0,16,274,130,0,16,50,52,204,170,0,16,204,170,622,164,162,165,222,255,0,16,0,16,0,16,229,198,9,13,0,16,9,13
1400000US36087012600,36087012600,"Census Tract 126, Rockland County, New York",6339,380,5991,381,5249,484,281,421,132,167,329,290,0,16,0,16,0,16,0,16,0,16,348,215,304,202,25,45,0,16,0,16,0,16,19,25,0,16,0,16,0,16
1400000US36087012700,36087012700,"Census Tract 127, Rockland County, New York",4503,362,3811,333,3442,323,41,55,94,111,192,124,0,11,0,11,42,55,0,11,42,55,692,369,433,276,13,20,0,11,0,11,0,11,246,270,0,11,0,11,0,11
1400000US36087012800,36087012800,"Census Tract 128, Rockland County, New York",6580,351,6438,365,5746,388,49,56,0,16,563,195,0,16,0,16,80,67,0,16,80,67,142,127,53,69,0,16,0,16,0,16,0,16,78,107,11,20,11,20,0,16
1400000US36087013001,36087013001,"Census Tract 130.01, Rockland County, New York",2897,281,2626,243,2160,199,199,116,8,12,178,81,0,11,6,8,75,63,4,7,71,63,271,98,165,87,25,28,9,13,0,11,0,11,62,44,10,12,7,10,3,7
1400000US36087013002,36087013002,"Census Tract 130.02, Rockland County, New York",5715,314,5009,323,4415,309,98,57,0,16,445,85,0,16,0,16,51,44,6,12,45,43,706,146,563,145,14,9,0,16,0,16,0,16,119,61,10,15,0,16,10,15
1400000US36087013003,36087013003,"Census Tract 130.03, Rockland County, New York",3137,301,2813,330,2441,336,144,73,0,11,179,98,0,11,0,11,49,35,2,3,47,35,324,106,231,93,18,22,3,6,0,11,2,4,64,32,6,9,3,7,3,6
1400000US36087013100,36087013100,"Census Tract 131, Rockland County, New York",6265,38,4995,411,3155,467,1239,482,0,16,239,119,0,16,98,108,264,170,21,32,243,165,1270,409,1051,389,27,40,0,16,0,16,0,16,144,111,48,58,20,37,28,43
1400000US36087013200,36087013200,"Census Tract 132, Rockland County, New York",3546,18,3199,126,2363,305,501,319,28,47,181,105,0,11,0,11,126,71,6,12,120,71,347,123,153,68,62,60,0,11,0,11,11,23,60,45,61,50,51,47,10,15
1400000US36087013300,36087013300,"Census Tract 133, Rockland County, New York",2574,21,2291,162,1905,201,102,95,0,11,187,141,0,11,0,11,97,69,8,13,89,68,283,167,227,170,0,11,0,11,0,11,0,11,40,50,16,27,0,11,16,27
1400000US36087013401,36087013401,"Census Tract 134.01, Rockland County, New York",4698,249,4156,257,3374,243,18,26,0,11,721,105,0,11,0,11,43,38,0,11,43,38,542,132,376,163,31,48,0,11,0,11,0,11,125,122,10,15,10,15,0,11
1400000US36087013402,36087013402,"Census Tract 134.02, Rockland County, New York",4111,309,3679,289,3035,305,110,113,19,24,462,83,0,11,0,11,53,53,0,11,53,53,432,364,71,90,25,39,0,11,0,11,0,11,215,298,121,141,121,141,0,11
1400000US36089490100,36089490100,"Census Tract 4901, St. Lawrence County, New York",3169,269,3150,264,3016,252,14,23,56,55,8,12,0,11,0,11,56,46,0,11,56,46,19,20,1,3,0,11,0,11,0,11,0,11,0,11,18,20,0,11,18,20
1400000US36089490200,36089490200,"Census Tract 4902, St. Lawrence County, New York",3623,253,3574,256,3266,277,9,19,68,59,131,84,0,11,0,11,100,71,0,11,100,71,49,58,44,57,0,11,0,11,0,11,0,11,5,11,0,11,0,11,0,11
1400000US36089490300,36089490300,"Census Tract 4903, St. Lawrence County, New York",5679,266,5671,264,5338,345,0,16,123,93,26,22,0,16,22,35,162,132,0,16,162,132,8,13,8,13,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
1400000US36089490400,36089490400,"Census Tract 4904, St. Lawrence County, New York",3108,18,3021,56,2899,100,0,11,30,34,37,47,0,11,0,11,55,59,0,11,55,59,87,55,34,36,0,11,0,11,0,11,0,11,25,31,28,31,8,14,20,28
1400000US36089490500,36089490500,"Census Tract 4905, St. Lawrence County, New York",3731,266,3653,262,3521,260,49,63,55,59,4,7,0,11,5,8,19,14,0,11,19,14,78,43,13,16,0,11,0,11,0,11,0,11,11,18,54,34,22,23,32,21
1400000US36089490600,36089490600,"Census Tract 4906, St. Lawrence County, New York",4580,17,4559,35,4429,79,29,42,66,56,2,4,2,6,0,11,31,37,0,11,31,37,21,30,21,30,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36089490700,36089490700,"Census Tract 4907, St. Lawrence County, New York",6244,588,6191,584,6062,564,6,6,34,40,25,26,0,16,0,16,64,47,7,12,57,46,53,43,21,24,12,21,0,16,0,16,0,16,20,28,0,16,0,16,0,16
1400000US36089490800,36089490800,"Census Tract 4908, St. Lawrence County, New York",3434,303,3291,325,3002,300,96,63,13,18,93,63,0,11,8,14,79,58,0,11,79,58,143,102,72,58,8,15,0,11,0,11,0,11,25,25,38,56,38,56,0,11
1400000US36089490900,36089490900,"Census Tract 4909, St. Lawrence County, New York",3481,344,3456,344,3217,366,91,101,0,11,87,53,0,11,0,11,61,41,0,11,61,41,25,27,25,27,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36089491000,36089491000,"Census Tract 4910, St. Lawrence County, New York",4649,232,4629,229,4244,262,50,32,30,29,163,87,3,5,0,11,139,113,0,11,139,113,20,22,14,20,0,11,0,11,0,11,0,11,5,9,1,2,1,2,0,11
1400000US36089491100,36089491100,"Census Tract 4911, St. Lawrence County, New York",2390,297,2264,284,2021,278,121,58,28,26,64,43,0,11,15,21,15,18,0,11,15,18,126,57,54,51,11,11,0,11,0,11,0,11,53,49,8,15,8,15,0,11
1400000US36089491200,36089491200,"Census Tract 4912, St. Lawrence County, New York",2243,367,1906,293,1522,268,277,83,27,25,42,36,0,11,0,11,38,32,0,11,38,32,337,108,139,86,20,23,0,11,15,20,0,11,139,80,24,32,10,20,14,26
1400000US36089491300,36089491300,"Census Tract 4913, St. Lawrence County, New York",4080,20,4070,24,3980,83,27,30,9,15,0,11,0,11,0,11,54,52,0,11,54,52,10,14,10,14,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36089491400,36089491400,"Census Tract 4914, St. Lawrence County, New York",5162,253,4695,234,3750,235,690,140,42,24,68,58,0,16,0,16,145,88,0,16,145,88,467,101,124,69,37,26,0,16,0,16,0,16,275,95,31,33,25,31,6,11
1400000US36089491500,36089491500,"Census Tract 4915, St. Lawrence County, New York",3535,186,3451,183,3245,192,76,62,21,24,29,21,9,14,0,11,71,60,21,32,50,50,84,67,40,52,0,11,0,11,0,11,0,11,24,28,20,26,20,26,0,11
1400000US36089491600,36089491600,"Census Tract 4916, St. Lawrence County, New York",2154,192,2127,197,2056,202,0,11,4,7,16,16,0,11,21,32,30,33,0,11,30,33,27,32,4,11,0,11,0,11,0,11,0,11,8,11,15,23,15,23,0,11
1400000US36089491700,36089491700,"Census Tract 4917, St. Lawrence County, New York",4375,24,4370,26,4318,39,19,16,5,6,9,13,8,12,0,11,11,13,0,11,11,13,5,6,0,11,0,11,0,11,0,11,0,11,3,5,2,3,0,11,2,3
1400000US36089491800,36089491800,"Census Tract 4918, St. Lawrence County, New York",4395,328,4362,324,4269,325,35,24,3,4,4,5,14,15,1,2,36,25,5,7,31,24,33,19,22,17,0,11,0,11,0,11,3,5,4,5,4,4,0,11,4,4
1400000US36089491900,36089491900,"Census Tract 4919, St. Lawrence County, New York",1714,258,1668,270,1455,267,135,65,9,14,45,27,0,11,6,11,18,22,4,8,14,21,46,34,24,25,0,11,0,11,8,15,0,11,14,16,0,11,0,11,0,11
1400000US36089492000,36089492000,"Census Tract 4920, St. Lawrence County, New York",5083,318,5004,321,4738,315,58,39,12,15,170,118,0,16,4,8,22,31,0,16,22,31,79,68,39,56,12,21,0,16,0,16,0,16,24,25,4,7,4,7,0,16
